STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-03,157.3,104.4,5,5,0,0,0,0,0,30,2,2.8,0,0,9.7,32.2,399.9,13,24.2,0,21.3,28.3,14.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-04,235.4,78.1,5,3,0,0,0,0,0,30,0,6.1,0,0,8.1,31.7,406.8,6.9,20,0,20.7,28,13.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-05,434,198.6,6,4,0,0,0,0,0,31,17,13.3,0,0,15.7,35,406.8,0,48.5,0,24.7,31.4,18.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-06,691.1,257.1,16,8,0,0,0,0,0,30,24,17.2,0,0,38.6,36.1,406.8,0,135.2,0,26.9,33.1,20.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-07,999.3,308.2,13,8,0,0,0,0,0,31,28,20.6,0,0,23.9,38.3,0,0,94.4,0,28.3,34.1,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-08,1307.9,308.6,19,14,0,0,0,0,0,31,25,21.1,0,0,41.9,37.8,0,0,174.2,0,28.3,33.8,22.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-09,1578.3,270.4,6,4,0,0,0,0,0,30,24,20,0,0,9.9,35,0,0,27.5,0,27.4,32.9,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-10,1731.2,152.9,6,5,0,0,0,0,0,31,5,8.3,0,0,36.1,33.9,3.1,3.1,76.2,0,23.2,28.8,17.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-11,1802.4,71.2,6,3,0,0,0,0,0,28,0,8.3,0,0,21.3,30,21.4,18.3,39.6,0,20.1,25.7,14.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1961-12,1849.6,47.2,4,3,0,0,0,2,0,23,0,-3.3,0,0,38.9,28.9,113.8,92.4,57.5,0,16.9,22.6,11.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-01,24.2,24.2,3,3,0,0,0,1,0,17,0,-1.1,0,0,9.1,28.9,225.4,111.6,22.3,0,15.5,21.5,9.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-02,93.8,69.6,4,4,0,0,0,0,0,25,0,3.9,0,0,38.9,31.7,257.5,32.1,64.8,0,19.7,26.4,13
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-03,142.3,48.5,7,7,0,0,0,0,0,25,0,0.6,0,0,32,31.1,326.3,68.8,90.4,0,17.7,24.2,11.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-04,236.1,93.8,7,5,0,0,0,0,0,30,5,4.4,0,0,21.8,33.9,338.3,12,70.8,0,21.1,28.1,14
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-05,481,244.9,9,3,0,0,0,0,0,31,23,13.3,0,0,9.7,37.8,338.3,0,30.6,0,26.2,33.7,18.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-06,740.7,259.7,17,13,0,0,0,0,0,30,18,19.4,0,0,74.4,35,338.3,0,228.6,0,27,32.3,21.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-07,1055,314.3,18,7,0,0,0,0,0,31,29,20.6,0,0,38.1,36.1,0,0,120.2,0,28.5,33.8,23.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-08,1355.1,300.1,18,11,0,0,0,0,0,31,26,21.1,0,0,26.4,35.6,0,0,141.8,0,28,33.1,23
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-09,1619.1,264,13,10,0,0,0,0,0,30,20,16.7,0,0,41.4,36.1,0,0,122.6,0,27.1,32.5,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-10,1785.3,166.2,5,4,0,0,0,0,0,31,11,7.8,0,0,45.5,34.4,5,5,82.1,0,23.5,29.7,17.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-11,1803.6,18.3,8,5,0,0,0,0,0,21,0,3.3,0,0,12.7,28.3,69.8,64.8,40,0,16.8,22.3,11.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1962-12,1819.2,15.6,7,1,0,0,0,5,0,17,0,-7.2,0,0,4.8,27.8,227.5,157.7,10.4,0,13.8,20,7.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-01,18.4,18.4,9,8,0,0,0,0,0,16,0,0.6,0,0,30.5,29.4,356.1,128.6,81.8,0,14.8,21.1,8.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-02,27.6,9.2,9,7,0,0,0,0,0,13,0,1.1,0,0,45,27.8,487.3,131.2,143.4,0,14,19.6,8.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-03,122.6,95,8,6,0,0,0,0,0,27,2,4.4,0,0,29.7,33.3,507.4,20.1,84.9,0,20.8,26.9,14.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-04,258.3,135.7,3,2,0,0,0,0,0,30,4,8.3,0,0,25.7,32.8,508.3,0.9,35.4,0,22.8,29.6,16.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-05,477,218.7,8,6,0,0,0,0,0,30,24,14.4,0,0,15.5,34.4,508.3,0,47.5,0,25.4,31.9,18.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-06,756.2,279.2,14,9,0,0,0,0,0,30,25,17.8,0,0,37.3,36.7,508.3,0,148.5,0,27.6,33.6,21.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-07,1049.9,293.7,16,12,0,0,0,0,0,31,24,21.1,0,0,67.1,35,0,0,187.5,0,27.8,32.9,22.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-08,1367.2,317.3,11,7,0,0,0,0,0,31,30,21.1,0,0,42.9,36.1,0,0,114.3,0,28.6,34.2,23
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-09,1620.8,253.6,16,13,0,0,0,0,0,30,14,18.3,0,0,50.8,35.6,0,0,218.6,0,26.8,31.3,22.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-10,1774.3,153.5,6,0,0,0,0,0,0,31,0,7.8,0,0,1.8,31.7,3.6,3.6,7,0,23.2,28.9,17.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-11,1813.3,39,9,5,0,0,0,0,0,26,0,2.8,0,0,97.8,27.8,45.6,42,142.8,0,18.2,23.6,12.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1963-12,1821.7,8.4,8,6,0,0,0,1,0,9,0,0,0,0,12.7,27.2,222.8,177.2,60,0,12.9,18.8,6.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-01,18.1,18.1,11,7,0,0,0,3,0,13,0,-3.9,0,0,83.8,28.3,354.1,131.3,150.3,0,14.7,20.1,9.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-02,20.9,2.8,13,8,0,0,0,0,0,12,0,1.1,0,0,22.4,27.2,482.3,128.2,95.5,0,14,19.3,8.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-03,96,75.1,8,6,0,0,0,0,0,27,0,4.4,0,0,59.7,31.1,503.2,20.9,158.4,0,20.1,26.4,13.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-04,251.3,155.3,5,2,0,0,0,0,0,30,6,8.3,0,0,31.5,33.3,505.7,2.5,53.7,0,23.4,30,16.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-05,459,207.7,5,3,0,0,0,0,0,31,16,16.1,0,0,30.5,35,505.7,0,46.5,0,25,31.5,18.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-06,745.6,286.6,10,7,0,0,0,0,0,30,26,19.4,0,0,53.8,37.2,505.7,0,137,0,27.9,34.3,21.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-07,1022.8,277.2,22,15,0,0,0,0,0,31,18,20,0,0,38.9,35.6,0,0,212.3,0,27.3,32.4,22.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-08,1314.4,291.6,20,14,0,0,0,0,0,31,23,21.1,0,0,50,35.6,0,0,200.7,0,27.7,32.7,22.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-09,1557.6,243.2,10,7,0,0,0,0,0,30,11,17.8,0,0,104.9,34.4,0,0,206.3,0,26.4,31.1,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-10,1686.1,128.5,9,5,0,0,0,0,0,31,4,7.8,0,0,13,33.3,4.5,4.5,31.1,0,22.3,27.4,17.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-11,1772.1,86,7,2,0,0,0,0,0,29,0,9.4,0,0,24.4,29.4,11.7,7.2,31,0,21,26.1,15.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1964-12,1803.7,31.6,6,5,0,0,0,0,0,24,0,3.3,0,0,51.8,27.8,62,50.3,78.6,0,17.7,22.8,12.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-01,12.3,12.3,6,2,0,0,0,2,0,18,0,-1.1,0,0,35.8,27.8,165.8,103.8,51.3,0,15.4,21.2,9.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-02,51.8,39.5,6,5,0,0,0,0,0,22,0,0.6,0,0,40.6,28.9,221,55.2,79.8,0,17.8,23.7,11.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-03,137.4,85.6,9,6,0,0,0,0,0,24,0,3.3,0,0,30,31.7,270,49,70.2,0,19.5,25.3,13.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-04,300.6,163.2,3,3,0,0,0,0,0,30,4,11.7,0,0,19.8,32.8,270,0,41.7,0,23.8,30.2,17.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-05,516.3,215.7,2,1,0,0,0,0,0,31,19,11.1,0,0,2.5,35.6,270,0,3,0,25.3,32.6,17.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-06,750.6,234.3,17,9,0,0,0,0,0,30,16,16.1,0,0,40.9,34.4,270,0,176.3,0,26.1,31.6,20.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-07,1015.9,265.3,17,14,0,0,0,0,0,31,22,18.9,0,0,72.6,34.4,0,0,299.2,0,26.9,32.1,21.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-08,1308,292.1,23,14,0,0,0,0,0,31,26,20.6,0,0,54.1,35.6,0,0,202.7,0,27.8,33.1,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-09,1573.9,265.9,16,9,0,0,0,0,0,30,17,20,0,0,30.2,34.4,0,0,93.6,0,27.2,31.9,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-10,1716.4,142.5,11,7,0,0,0,0,0,31,2,10.6,0,0,28.2,32.8,1.1,1.1,93.6,0,22.9,27.8,18
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-11,1775.5,59.1,7,2,0,0,0,0,0,27,0,8.9,0,0,10.7,27.8,16.4,15.3,28.3,0,19.8,24.7,14.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1965-12,1789.7,14.2,6,3,0,0,0,0,0,22,0,2.2,0,0,31.2,26.7,102.5,86.1,75,0,16,21.7,10.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-01,13.1,13.1,10,9,0,0,0,3,0,13,0,-4.4,0,0,24.9,25.6,242.1,139.6,120,0,14.3,19.3,9.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-02,34.5,21.4,8,7,0,0,0,1,0,16,0,-1.1,0,0,31,28.9,329.6,87.5,113.3,0,16,21.4,10.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-03,66,31.5,5,4,0,0,0,0,0,26,0,2.8,0,0,24.1,28.3,368.6,39,49.5,0,18.1,24.3,11.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-04,162.1,96.1,4,3,0,0,0,0,0,30,1,7.8,0,0,55.6,32.8,373.9,5.3,68.5,0,21.4,28.2,14.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-05,358.5,196.4,14,11,0,0,0,0,0,30,7,17.2,0,0,19.3,33.3,373.9,0,125.9,0,24.9,30.3,19.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-06,577.3,218.8,14,10,0,0,0,0,0,30,7,18.3,0,0,40.9,33.3,373.9,0,232.8,0,25.6,30.5,20.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-07,867.4,290.1,16,12,0,0,0,0,0,31,24,21.1,0,0,28.2,35,0,0,99.3,0,27.7,32.7,22.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-08,1156,288.6,14,12,0,0,0,0,0,31,25,21.1,0,0,46.2,36.1,0,0,262.1,0,27.6,32.9,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-09,1402.4,246.4,15,12,0,0,0,0,0,30,11,17.8,0,0,97.3,35,0,0,300.1,0,26.6,31.4,21.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-10,1585.7,183.3,6,3,0,0,0,0,0,31,2,10,0,0,13.2,32.8,1.4,1.4,37.4,0,24.2,29.2,19.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-11,1630.6,44.9,4,0,0,0,0,0,0,24,0,2.8,0,0,1.8,29.4,50.3,48.9,4.9,0,18.2,24.1,12.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1966-12,1639.8,9.2,5,3,0,0,0,1,0,17,0,0,0,0,11.2,26.7,161.5,111.2,24.1,0,15.1,20.6,9.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-01,28.1,28.1,6,5,0,0,0,0,0,20,0,1.1,0,0,13,27.8,233,71.5,32.3,0,16.9,22.6,11.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-02,39.8,11.7,7,6,0,0,0,1,0,20,0,-1.7,0,0,63.8,27.2,319.1,86.1,144,0,15.7,21.8,9.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-03,120.1,80.3,6,2,0,0,0,0,0,31,0,7.2,0,0,9.4,30.6,328.9,9.8,20.7,0,20.6,27.1,14.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-04,284.8,164.7,1,0,0,0,0,0,0,30,12,10,0,0,0.3,34.4,328.9,0,0.3,0,23.8,31.2,16.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-05,508.7,223.9,5,4,0,0,0,0,0,31,20,13.9,0,0,19.3,37.8,328.9,0,48,0,25.6,32.7,18.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-06,759.3,250.6,18,14,0,0,0,0,0,30,17,19.4,0,0,36.1,35,328.9,0,156.5,0,26.7,32,21.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-07,1026.6,267.3,18,15,0,0,0,0,0,31,20,20,0,0,54.9,34.4,0,0,320.5,0,26.9,32.3,21.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-08,1293,266.4,19,16,0,0,0,0,0,31,22,20,0,0,90.2,35,0,0,412.4,0,26.9,32.1,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-09,1525.1,232.1,10,6,0,0,0,0,0,30,14,17.2,0,0,97.3,33.3,0,0,157.6,0,26.1,30.9,21.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-10,1661.2,136.1,4,2,0,0,0,0,0,31,0,9.4,0,0,2.8,30.6,0.9,0.9,6.6,0,22.7,28.4,16.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-11,1713.8,52.6,1,1,0,0,0,0,0,29,0,7.2,0,0,5.6,28.9,28.2,27.3,5.6,0,19.2,25.1,13.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1967-12,1765.8,52,7,3,0,0,0,0,0,25,0,1.1,0,0,29,27.8,74.7,46.5,55.7,0,18.5,23.6,13.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-01,13.1,13.1,3,1,0,0,0,1,0,20,0,0,0,0,17,26.7,183.7,109,19,0,15.2,21.1,9.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-02,14.5,1.4,5,3,0,0,0,0,0,9,0,1.1,0,0,42.7,26.1,342.1,158.4,56.9,0,12.9,19.2,6.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-03,51.4,36.9,6,6,0,0,0,1,0,25,0,0,0,0,12.4,31.7,411.7,69.6,34.5,0,17.3,24.9,9.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-04,212.2,160.8,2,1,0,0,0,0,0,30,10,12.2,0,0,6.4,36.1,411.7,0,7.4,0,23.7,30.8,16.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-05,417.9,205.7,11,10,0,0,0,0,0,31,12,12.8,0,0,25.4,33.9,411.7,0,120.3,0,25,31.1,18.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-06,658.5,240.6,16,11,0,0,0,0,0,30,16,18.9,0,0,96,34.4,411.7,0,293.1,0,26.4,31.3,21.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-07,937.3,278.8,19,12,0,0,0,0,0,31,21,21.1,0,0,35.1,36.1,0,0,205.8,0,27.3,32.6,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-08,1230.5,293.2,15,10,0,0,0,0,0,31,23,21.1,0,0,64.8,36.1,0,0,252.4,0,28,33.3,22.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-09,1470.6,240.1,9,8,0,0,0,0,0,30,9,18.9,0,0,45,35,0,0,134.1,0,26.3,31.3,21.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-10,1631.4,160.8,8,4,0,0,0,0,0,30,4,6.7,0,0,52.3,32.2,13.6,13.6,98.7,0,23.1,28.2,17.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-11,1662.5,31.1,5,5,0,0,0,0,0,21,0,2.8,0,0,63.2,28.3,89.8,76.2,95,0,16.8,22.7,11
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1968-12,1684,21.5,6,3,0,0,0,2,0,17,0,-2.8,0,0,16.5,28.3,231.3,141.5,39.1,0,14.5,20.4,8.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-01,1.7,1.7,7,5,0,0,0,0,0,15,0,3.3,0,0,23.4,25.6,338.1,106.8,38.4,0,14.9,20.4,9.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-02,4.7,3,3,3,0,0,0,0,0,8,0,0.6,0,0,43.4,25.6,455.6,117.5,77.7,0,14.2,20.1,8.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-03,18.4,13.7,13,11,0,0,0,0,0,17,0,3.3,0,0,51.8,27.8,554.5,98.9,159,0,15.6,21.2,9.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-04,155.8,137.4,5,5,0,0,0,0,0,30,0,12.2,0,0,21.8,31.7,554.5,0,65,0,22.9,29,16.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-05,368.2,212.4,10,7,0,0,0,0,0,31,8,12.8,0,0,6.1,35,554.5,0,36.9,0,25.2,31,19.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-06,664.3,296.1,11,8,0,0,0,0,0,30,26,20,0,0,62.7,36.1,554.5,0,168.1,0,28.2,33.8,22.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-07,968,303.7,18,15,0,0,0,0,0,31,24,21.1,0,0,31.8,36.1,0,0,183.5,0,28.1,33.3,23
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-08,1237.1,269.1,18,14,0,0,0,0,0,31,17,19.4,0,0,74.2,34.4,0,0,288.4,0,27,31.7,22.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-09,1483.5,246.4,15,9,0,0,0,0,0,30,8,20,0,0,67.3,32.8,0,0,235.9,0,26.6,30.7,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-10,1679.1,195.6,15,12,0,0,0,0,0,31,0,17.2,0,0,33.5,31.1,0,0,167.9,0,24.6,28.4,20.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-11,1701,21.9,7,5,0,0,0,0,0,19,0,0.6,0,0,24.9,26.1,62.2,62.2,53.7,0,17,22.1,11.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1969-12,1706.9,5.9,5,5,0,0,0,0,0,8,0,2.8,0,0,61,25.6,197.5,135.3,143.8,0,14.2,19.4,8.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-01,4.2,4.2,6,5,0,0,0,4,0,9,0,-3.9,0,0,48.8,27.2,378.7,181.2,117.9,0,12.6,17.6,7.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-02,7,2.8,7,5,0,0,0,1,0,13,0,-2.2,0,0,39.9,26.7,501.4,122.7,125,0,14.1,20,8.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-03,65.7,58.7,10,6,0,0,0,0,0,26,0,5,0,0,37.6,31.7,536.5,35.1,116.5,0,19.1,24.9,13.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-04,224.6,158.9,3,2,0,0,0,0,0,30,9,11.7,0,0,7.1,33.9,536.5,0,15.5,0,23.6,29.9,17.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-05,409.5,184.9,7,6,0,0,0,0,0,31,9,12.2,0,0,37.1,33.3,536.5,0,86,0,24.3,30.8,17.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-06,653.5,244,14,12,0,0,0,0,0,30,16,17.2,0,0,32.8,35,536.5,0,182.1,0,26.5,32,20.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-07,937.9,284.4,16,10,0,0,0,0,0,31,25,17.2,0,0,47.5,35.6,0,0,146.3,0,27.5,33.3,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-08,1231.1,293.2,16,9,0,0,0,0,0,31,23,20.6,0,0,26.2,36.1,0,0,108.4,0,27.8,33,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-09,1506.4,275.3,16,10,0,0,0,0,0,30,21,20,0,0,77.2,35.6,0,0,200.6,0,27.5,32.9,22.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-10,1695.3,188.9,8,6,0,0,0,0,0,31,7,15,0,0,26.7,32.8,0,0,68.3,0,24.4,29.8,19.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-11,1719.3,24,3,2,0,0,0,2,0,24,0,-2.2,0,0,16.8,28.9,79.4,79.4,20.6,0,16.5,23.1,9.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1970-12,1736.3,17,5,3,0,0,0,1,0,26,0,0,0,0,22.6,27.2,146.4,67,38.1,0,16.7,23.3,10.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-01,23.1,23.1,7,2,0,0,0,3,0,17,0,-4.4,0,0,37.3,27.2,255.7,109.3,53.2,0,15.6,21.7,9.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-02,60.9,37.8,7,5,0,0,0,3,0,21,0,-0.6,0,0,53.3,31.7,334.4,78.7,99.9,0,16.9,23.6,10.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-03,100.9,40,6,5,0,0,0,0,0,25,0,1.1,0,0,19.6,30,403.8,69.4,61.7,0,17.4,24.4,10.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-04,200.1,99.2,4,1,0,0,0,0,0,29,1,5,0,0,25.9,32.2,418.9,15.1,31.7,0,21.1,27.8,14.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-05,391.2,191.1,8,5,0,0,0,0,0,31,11,9.4,0,0,50.8,34.4,418.9,0,121,0,24.5,31.3,17.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-06,637.5,246.3,14,11,0,0,0,0,0,30,21,15.6,0,0,31.8,35,418.9,0,121.6,0,26.5,32.3,20.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-07,915.7,278.2,23,18,0,0,0,0,0,31,25,20,0,0,90.9,34.4,0,0,278.2,0,27.3,32.8,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-08,1196.6,280.9,19,14,0,0,0,0,0,31,25,20.6,0,0,45.2,34.4,0,0,183.3,0,27.4,32.5,22.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-09,1442.6,246,13,6,0,0,0,0,0,30,16,18.3,0,0,36.8,33.9,0,0,131.3,0,26.5,31.4,21.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-10,1644.9,202.3,15,8,0,0,0,0,0,31,7,13.9,0,0,38.4,34.4,0,0,112.1,0,24.9,30,19.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-11,1703.5,58.6,5,4,0,0,0,0,0,29,0,6.1,0,0,15,30.6,29.8,29.8,39.3,0,19.3,24.8,13.8
